10526,291,D,AUSGRID - EAST DISTOPS,East District Operators,Ausgrid,,3
10523,291,D,AUSGRID - EAST OH,East Overhead,Ausgrid,,3
10519,291,D,AUSGRID - EAST OP,East Operator,Ausgrid,,3
10558,293,D,AUSGRID - EAST OP,East Operator,Ausgrid,,3
10527,291,D,AUSGRID - EAST PROT,East Protection,Ausgrid,,3
10524,291,D,AUSGRID - EAST SUBS,East Substations,Ausgrid,,3
10522,291,D,AUSGRID - EAST UG,East Underground,Ausgrid,,3
10504,290,D,AUSGRID - GH OH,Gore Hill Overhead,Ausgrid,,3
10510,290,D,AUSGRID - GH STREET,Gore Hill Street Lighting,Ausgrid,,3
10503,290,D,AUSGRID - GH UG,Gore Hill Underground,Ausgrid,,3
20505,501,D,AUSGRID - GOS OH,Gosford Overhead,Ausgrid,,3
10537,292,D,AUSGRID - HB UG,Homebush Underground,Ausgrid,,3
10505,290,D,AUSGRID - HORN OH,Hornsby Overhead,Ausgrid,,3
10506,290,D,AUSGRID - HORN UG,Hornsby Underground,Ausgrid,,3
20526,502,D,AUSGRID - HUNT DISTOP,Hunter District Operators,Ausgrid,,3
20521,502,D,AUSGRID - HUNT OP,Hunter Operator,Ausgrid,,3
20528,503,D,AUSGRID - HUNT PROJ,Hunter Projects,Ausgrid,,3
20520,502,D,AUSGRID - HUNT TCA,TCA Hunter,Ausgrid,,3
10563,294,D,AUSGRID - INC OPS,Incident Operations,Ausgrid,,3
10536,292,D,AUSGRID - IW OH,Inner West Overhead,Ausgrid,,3
20518,502,D,AUSGRID - MAIT 1,Maitland 1,Ausgrid,,3
20522,502,D,AUSGRID - MUSW 1,Muswellbrook 1,Ausgrid,,3
20523,502,D,AUSGRID - MUSW 2,Muswellbrook 2,Ausgrid,,3
10565,294,D,AUSGRID - NET TEST 1,TCA Network Test 1,Ausgrid,,3
10566,294,D,AUSGRID - NET TEST 2,TCA Network Test 2,Ausgrid,,3
10567,294,D,AUSGRID - NET TEST 3,TCA Network Test 3,Ausgrid,,3
10568,294,D,AUSGRID - NET TEST 4,TCA Network Test 4,Ausgrid,,3
10569,294,D,AUSGRID - NET TEST 5,TCA Network Test 5,Ausgrid,,3
20514,502,D,AUSGRID - NEWC DES DAT,Newcastle Despatch Data 1,Ausgrid,,3
20527,502,D,AUSGRID - NEWC DISTOP,Newcastle District Operators,Ausgrid,,3
20513,502,D,AUSGRID - NEWC OP,Newcastle Operator,Ausgrid,,3
20510,501,D,AUSGRID - NORA OH,Noraville Overhead,Ausgrid,,3
20508,501,D,AUSGRID - NORA OH,Noraville Overhead,Ausgrid,,3
10509,290,D,AUSGRID - NTH DISTOPS,North District Operators,Ausgrid,,3
10513,291,D,AUSGRID - NTH EMSO 1,North EMSO Data 1,Ausgrid,,3
10545,293,D,AUSGRID - NTH EMSO 1,South EMSO Data 1,Ausgrid,,3
10556,293,D,AUSGRID - NTH OP,North Operator,Ausgrid,,3
10511,290,D,AUSGRID - NTH OP,North Operator,Ausgrid,,3
10508,290,D,AUSGRID - NTH PROT,North Protection,Ausgrid,,3
10507,290,D,AUSGRID - NTH SUBS,North Substations,Ausgrid,,3
10544,293,D,AUSGRID - OAT OH,Oatley Overhead,Ausgrid,,3
10529,292,D,AUSGRID - PINC CTRL,PINC Network Operations Controller,Ausgrid,,3
10518,291,D,AUSGRID - PROJECTS,Projects and Contracts,Ausgrid,,3
10532,292,D,AUSGRID - RAD CMDR,Radio Commander,Ausgrid,,3
20525,502,D,AUSGRID - SING,Singleton,Ausgrid,,3
10531,292,D,AUSGRID - SO TODR 2,SO Transponder 2,Ausgrid,,3
10530,292,D,AUSGRID - SO TPDR 1,SO Transponder 1,Ausgrid,,3
10502,290,D,AUSGRID - STATEWIDE,Statewide Channel,Ausgrid,,3
